resolution,backbone,run,image,iou
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15840_endo.png'],0.6403625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15841_endo.png'],0.451625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15842_endo.png'],0.6349375
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15843_endo.png'],0.631375
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15844_endo.png'],0.6605875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15845_endo.png'],0.655125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15846_endo.png'],0.646575
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15847_endo.png'],0.6272249999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15848_endo.png'],0.6149625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15849_endo.png'],0.5984875000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15850_endo.png'],0.6078749999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15851_endo.png'],0.6041125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15852_endo.png'],0.60225
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15853_endo.png'],0.6005125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15854_endo.png'],0.6024125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15855_endo.png'],0.6033375000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15856_endo.png'],0.6032124999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15857_endo.png'],0.6067
