stage,seed,n_video,video,backbone,accuracy,f1
FE,37,4,68,FL-BB,0.6348884381338742,0.5063516901265803
FE,37,4,51,FL-BB,0.3685461956521739,0.31944339992089305
FE,37,4,72,FL-BB,0.4716677398583387,0.36521552184107187
FE,37,4,67,FL-BB,0.43646408839779005,0.3434627533090728
FE,37,4,64,FL-BB,0.3648874061718098,0.20465819703922067
FE,37,4,73,FL-BB,0.6106194690265486,0.4811360439870812
FE,37,4,62,FL-BB,0.5334645669291339,0.46374760746559046
FE,1665,4,65,FL-BB,0.6534970635344367,0.281267210146678
FE,1665,4,77,FL-BB,0.45763389288569145,0.3203007236474555
FE,1665,4,50,FL-BB,0.6937842778793418,0.40448578202175406
FE,1665,4,69,FL-BB,0.666448087431694,0.32905991795222567
FE,1665,4,71,FL-BB,0.6552683896620278,0.3635319474733332
FE,1665,4,63,FL-BB,0.10282551704048937,0.10710223420403245
FE,1665,4,57,FL-BB,0.47416413373860183,0.3674500112184975
FE,1665,4,56,FL-BB,0.46564885496183206,0.23729724783766942
FE,1665,4,58,FL-BB,0.5800100116802936,0.2145720657984234
FE,1665,4,78,FL-BB,0.4952638700947226,0.3049222151770294
FE,1665,4,75,FL-BB,0.32605304212168484,0.19371030419018664
FE,1665,4,49,FL-BB,0.3644524236983842,0.2867081578138681
FE,1665,4,54,FL-BB,0.4290322580645161,0.35035323862526335
FE,1665,4,66,FL-BB,0.43859649122807015,0.2861086877070646
FE,1665,4,76,FL-BB,0.5288788221970555,0.3305626490064006
FE,1665,4,70,FL-BB,0.31072026800670016,0.1904736803691791
FE,1665,4,53,FL-BB,0.5479744136460555,0.31410593812206605
FE,1665,4,55,FL-BB,0.7145612343297975,0.5041376983053546
FE,1665,4,74,FL-BB,0.28151774785801714,0.2304986264409154
FE,1665,4,59,FL-BB,0.5697896749521989,0.3361290949598092
FE,1665,4,61,FL-BB,0.5928782036743026,0.26726677678618566
FE,1665,4,60,FL-BB,0.4609004739336493,0.26335266355920006
FE,1665,4,80,FL-BB,0.685614849187935,0.3255571745306644
FE,1665,4,79,FL-BB,0.4838898652606913,0.29655296940985965
FE,1665,4,52,FL-BB,0.4369277721261445,0.32282916552893165
FE,1665,4,68,FL-BB,0.49036511156186613,0.27906657190255824
FE,1665,4,51,FL-BB,0.40217391304347827,0.20353366662891878
FE,1665,4,72,FL-BB,0.3538312942691565,0.23828366733090478
FE,1665,4,67,FL-BB,0.15342116447088822,0.23704437791869798
FE,1665,4,64,FL-BB,0.6259382819015846,0.3234611942389846
FE,1665,4,73,FL-BB,0.4424778761061947,0.35300423129009223
FE,1665,4,62,FL-BB,0.5570866141732284,0.4466682956077817
FE,8914,4,65,FL-BB,0.7090229578216765,0.35624153311408874
FE,8914,4,77,FL-BB,0.4680255795363709,0.3360137862163155
FE,8914,4,50,FL-BB,0.6252285191956124,0.3338562856082739
FE,8914,4,69,FL-BB,0.4557377049180328,0.1734143214900453
FE,8914,4,71,FL-BB,0.6147117296222664,0.3489022530116301
FE,8914,4,63,FL-BB,0.3285755898630935,0.28458318526867926
FE,8914,4,57,FL-BB,0.6253799392097265,0.45766833677624474
FE,8914,4,56,FL-BB,0.30916030534351147,0.18348992774510062
FE,8914,4,58,FL-BB,0.5795094276656099,0.32288037298439864
FE,8914,4,78,FL-BB,0.2165087956698241,0.12142285702694257
FE,8914,4,75,FL-BB,0.3406136245449818,0.20021834759726262
FE,8914,4,49,FL-BB,0.5792938360263316,0.48083967510815295
FE,8914,4,54,FL-BB,0.53,0.40687854876819696
FE,8914,4,66,FL-BB,0.7176535087719298,0.43980469405808237
FE,8914,4,76,FL-BB,0.4031710079275198,0.18572170626362536
FE,8914,4,70,FL-BB,0.3626465661641541,0.26174088057724354
FE,8914,4,53,FL-BB,0.4166920499543101,0.18059210535542394
FE,8914,4,55,FL-BB,0.630665380906461,0.46826724641867096
FE,8914,4,74,FL-BB,0.5208078335373317,0.38242356723083926
FE,8914,4,59,FL-BB,0.5468451242829828,0.35689642348329725
FE,8914,4,61,FL-BB,0.5899296892719438,0.264417001874716
FE,8914,4,60,FL-BB,0.45339652448657186,0.31738611606245976
FE,8914,4,80,FL-BB,0.6861948955916474,0.3021301896924581
FE,8914,4,79,FL-BB,0.5099589923843,0.3234114990165213
FE,8914,4,52,FL-BB,0.3535096642929807,0.2849995933554407
FE,8914,4,68,FL-BB,0.5005070993914807,0.30914930186838224
FE,8914,4,51,FL-BB,0.3216711956521739,0.1785690592724316
FE,8914,4,72,FL-BB,0.686413393432067,0.46755732770420977
FE,8914,4,67,FL-BB,0.583510412239694,0.4213046408336943
FE,8914,4,64,FL-BB,0.6684737281067556,0.3419219981256542
FE,8914,4,73,FL-BB,0.5862831858407079,0.44724206505341657
FE,8914,4,62,FL-BB,0.640748031496063,0.5101116504199921
FE,37,4,65,CEN-BB,0.6930058729311266,0.424315145188869
FE,37,4,77,CEN-BB,0.645083932853717,0.4981522911845208
FE,37,4,50,CEN-BB,0.4369287020109689,0.2701269083772145
FE,37,4,69,CEN-BB,0.5090710382513661,0.2670050267271691
FE,37,4,71,CEN-BB,0.49025844930417495,0.21980088726434951
FE,37,4,63,CEN-BB,0.34983979027090006,0.2153008368490119
FE,37,4,57,CEN-BB,0.44034954407294835,0.29712672300322923
FE,37,4,56,CEN-BB,0.3964013086150491,0.2235224296198611
FE,37,4,58,CEN-BB,0.37910896045386283,0.21473147213306357
FE,37,4,78,CEN-BB,0.38294993234100133,0.30329081040359307
FE,37,4,75,CEN-BB,0.7852314092563702,0.41349361255299455
FE,37,4,49,CEN-BB,0.5493716337522442,0.40808992688970636
FE,37,4,54,CEN-BB,0.5638709677419355,0.4114034965190868
FE,37,4,66,CEN-BB,0.5564692982456141,0.37359298642709887
FE,37,4,76,CEN-BB,0.6421291053227633,0.4462691265488513
FE,37,4,70,CEN-BB,0.42294807370184256,0.34075877455415465
FE,37,4,53,CEN-BB,0.7499238501370697,0.43639488475762056
FE,37,4,55,CEN-BB,0.4792671166827387,0.3590866825488804
FE,37,4,74,CEN-BB,0.4241126070991432,0.34119725580238053
FE,37,4,59,CEN-BB,0.46749521988527726,0.3413212259647969
FE,37,4,61,CEN-BB,0.5933318212746654,0.2724131308924847
FE,37,4,60,CEN-BB,0.3495260663507109,0.23703536265713415
FE,37,4,80,CEN-BB,0.5736658932714617,0.384045394795638
FE,37,4,79,CEN-BB,0.5981253661394259,0.435875636495778
FE,37,4,52,CEN-BB,0.5798575788402849,0.47888031207688986
FE,37,4,68,CEN-BB,0.654158215010142,0.48955470139629453
FE,37,4,51,CEN-BB,0.47452445652173914,0.3770227131937492
FE,37,4,72,CEN-BB,0.6970379909851899,0.47664882218399024
FE,37,4,67,CEN-BB,0.6957076073098173,0.4016358870900319
FE,37,4,64,CEN-BB,0.43494578815679735,0.2790311290258287
FE,37,4,73,CEN-BB,0.5936578171091446,0.3673608009742983
FE,37,4,62,CEN-BB,0.5600393700787402,0.4624721138670179
FE,1665,4,65,CEN-BB,0.6481580352375867,0.3538537745062795
FE,1665,4,77,CEN-BB,0.5379696243005595,0.4674026557466222
FE,1665,4,50,CEN-BB,0.5603290676416819,0.2088085361268822
FE,1665,4,69,CEN-BB,0.7226229508196721,0.3611140345545086
FE,1665,4,71,CEN-BB,0.6127236580516898,0.33153472902651665
FE,1665,4,63,CEN-BB,0.44654820856393823,0.26795026673061756
FE,1665,4,57,CEN-BB,0.46466565349544076,0.31425548745792886
FE,1665,4,56,CEN-BB,0.4122137404580153,0.1957979066590902
FE,1665,4,58,CEN-BB,0.5379609544468547,0.18039275864160628
FE,1665,4,78,CEN-BB,0.4939106901217862,0.2643637953783454
FE,1665,4,75,CEN-BB,0.41861674466978677,0.2651098035183009
FE,1665,4,49,CEN-BB,0.4009575104727708,0.3205442461404627
FE,1665,4,54,CEN-BB,0.46741935483870967,0.31921689513587603
FE,1665,4,66,CEN-BB,0.43969298245614036,0.2552143597745931
FE,1665,4,76,CEN-BB,0.6915817289543224,0.43654487669286174
FE,1665,4,70,CEN-BB,0.5343383584589615,0.28504146581913153
FE,1665,4,53,CEN-BB,0.55863539445629,0.3718400942894081
FE,1665,4,55,CEN-BB,0.6962391513982642,0.4981487292234092
FE,1665,4,74,CEN-BB,0.38922888616891066,0.2768011923383915
FE,1665,4,59,CEN-BB,0.5774378585086042,0.322269788259645
FE,1665,4,61,CEN-BB,0.5935586300748469,0.2769773158966631
FE,1665,4,60,CEN-BB,0.532780410742496,0.3214591449563128
FE,1665,4,80,CEN-BB,0.70707656612529,0.33621698632932157
FE,1665,4,79,CEN-BB,0.6165787932044523,0.4047486452093601
FE,1665,4,52,CEN-BB,0.45523906408952186,0.3696692058453746
FE,1665,4,68,CEN-BB,0.5481744421906694,0.3190053323861842
FE,1665,4,51,CEN-BB,0.3889266304347826,0.14036377269113443
FE,1665,4,72,CEN-BB,0.5656793303283967,0.43484006321498864
FE,1665,4,67,CEN-BB,0.5898852528686783,0.3726875074887422
FE,1665,4,64,CEN-BB,0.5896580483736447,0.2837715141908697
FE,1665,4,73,CEN-BB,0.5575221238938053,0.27453668182631935
FE,1665,4,62,CEN-BB,0.6604330708661418,0.3971024867201515
FE,8914,4,65,CEN-BB,0.7650827549386012,0.4510601314095209
FE,8914,4,77,CEN-BB,0.6658673061550759,0.5042537395230225
FE,8914,4,50,CEN-BB,0.5347349177330896,0.2587041744619306
FE,8914,4,69,CEN-BB,0.48415300546448087,0.23465333701699617
FE,8914,4,71,CEN-BB,0.6230616302186879,0.28881825390455684
FE,8914,4,63,CEN-BB,0.43751820565103405,0.3257157415927612
FE,8914,4,57,CEN-BB,0.6846504559270516,0.44498901288325626
FE,8914,4,56,CEN-BB,0.41657579062159217,0.2311473026623818
FE,8914,4,58,CEN-BB,0.5609878191223093,0.3758383575118765
FE,8914,4,78,CEN-BB,0.2882273342354533,0.22626105035604843
FE,8914,4,75,CEN-BB,0.42121684867394693,0.2741446156083199
FE,8914,4,49,CEN-BB,0.6846199880311191,0.4952463499393426
FE,8914,4,54,CEN-BB,0.6206451612903225,0.39457613642945055
FE,8914,4,66,CEN-BB,0.7165570175438597,0.443824114731178
FE,8914,4,76,CEN-BB,0.42242355605889015,0.20095025662113977
FE,8914,4,70,CEN-BB,0.40117252931323283,0.3425100221500949
FE,8914,4,53,CEN-BB,0.6402680475175144,0.3389310799621549
FE,8914,4,55,CEN-BB,0.6451301832208293,0.42948977830338986
FE,8914,4,74,CEN-BB,0.4394124847001224,0.36308613710098775
FE,8914,4,59,CEN-BB,0.6711281070745698,0.45960210370360455
FE,8914,4,61,CEN-BB,0.6439101837151281,0.2922943765670709
FE,8914,4,60,CEN-BB,0.495260663507109,0.2697356505054803
FE,8914,4,80,CEN-BB,0.7314385150812065,0.41648901160748053
FE,8914,4,79,CEN-BB,0.6640304628002344,0.39875068250682905
FE,8914,4,52,CEN-BB,0.5747711088504578,0.4653839293099355
FE,8914,4,68,CEN-BB,0.5887423935091278,0.44015431673951305
FE,8914,4,51,CEN-BB,0.47690217391304346,0.2981505371439114
FE,8914,4,72,CEN-BB,0.6960721184803605,0.488136411459259
FE,8914,4,67,CEN-BB,0.6583085422864429,0.4715634207379987
FE,8914,4,64,CEN-BB,0.737281067556297,0.4054342211573464
FE,8914,4,73,CEN-BB,0.6202064896755162,0.37144147309083697
FE,8914,4,62,CEN-BB,0.6998031496062992,0.4733353039660759
FE,37,8,65,FL-BB,0.5627335824879872,0.2940385942769631
FE,37,8,77,FL-BB,0.6167066346922462,0.49312265651043613
FE,37,8,50,FL-BB,0.3793418647166362,0.24857778256497157
FE,37,8,69,FL-BB,0.5429508196721311,0.28893496808147534
FE,37,8,71,FL-BB,0.5268389662027833,0.23980462292080768
FE,37,8,63,FL-BB,0.26361782697349256,0.1619447958611808
FE,37,8,57,FL-BB,0.41793313069908816,0.3487758458266117
FE,37,8,56,FL-BB,0.2300981461286805,0.15760252180821316
FE,37,8,58,FL-BB,0.3005172701485066,0.16707312842335306
FE,37,8,78,FL-BB,0.3274695534506089,0.2700302805025311
FE,37,8,75,FL-BB,0.7327093083723349,0.4169882153822311
FE,37,8,49,FL-BB,0.5966487133453022,0.48987764894006175
FE,37,8,54,FL-BB,0.5774193548387097,0.4359048379236741
FE,37,8,66,FL-BB,0.6567982456140351,0.4345754199766585
FE,37,8,76,FL-BB,0.5141562853907135,0.34956749432667966
FE,37,8,70,FL-BB,0.34673366834170855,0.2608528846645631
FE,37,8,53,FL-BB,0.605239110569601,0.4055881644962464
FE,37,8,55,FL-BB,0.5776277724204436,0.4337112288154571
FE,37,8,74,FL-BB,0.2894736842105263,0.30578695845113085
FE,37,8,59,FL-BB,0.43021032504780116,0.2972871489933918
FE,37,8,61,FL-BB,0.6407348605125879,0.33533421808245806
FE,37,8,60,FL-BB,0.33767772511848343,0.27133316003703184
FE,37,8,80,FL-BB,0.6125290023201856,0.38176988797398786
FE,37,8,79,FL-BB,0.44669009958992384,0.29573409366803677
FE,37,8,52,FL-BB,0.6968463886063072,0.6262528939488623
FE,37,8,68,FL-BB,0.5446247464503042,0.3902006604231291
FE,37,8,51,FL-BB,0.2843070652173913,0.2518785207962136
FE,37,8,72,FL-BB,0.6667739858338699,0.4934316063889939
FE,37,8,67,FL-BB,0.5146621334466638,0.48191474335027584
FE,37,8,64,FL-BB,0.445371142618849,0.24276174848408788
FE,37,8,73,FL-BB,0.6209439528023599,0.44800609718883316
FE,37,8,62,FL-BB,0.45029527559055116,0.4441200759572981
FE,1665,8,65,FL-BB,0.7463961558996263,0.5009283474194297
FE,1665,8,77,FL-BB,0.5639488409272582,0.5221387064804179
FE,1665,8,50,FL-BB,0.6819012797074955,0.6254171610484035
FE,1665,8,69,FL-BB,0.6013114754098361,0.39185964169889237
FE,1665,8,71,FL-BB,0.6974155069582505,0.4768734949797152
FE,1665,8,63,FL-BB,0.11039906787066706,0.16618966074370217
FE,1665,8,57,FL-BB,0.5486322188449848,0.49917703000128355
FE,1665,8,56,FL-BB,0.3653217011995638,0.2742142343593566
FE,1665,8,58,FL-BB,0.5524778908726848,0.3851113171524329
FE,1665,8,78,FL-BB,0.38971583220568334,0.39827045007668355
FE,1665,8,75,FL-BB,0.4295371814872595,0.35582243107144984
FE,1665,8,49,FL-BB,0.36505086774386597,0.2864692995091286
FE,1665,8,54,FL-BB,0.3596774193548387,0.34532524416831045
FE,1665,8,66,FL-BB,0.7741228070175439,0.6040165513246709
FE,1665,8,76,FL-BB,0.5734239335598339,0.3830355684340055
FE,1665,8,70,FL-BB,0.48911222780569513,0.5001770145294289
FE,1665,8,53,FL-BB,0.5976241242765763,0.4215641522844472
FE,1665,8,55,FL-BB,0.5467695274831244,0.5134399078942166
FE,1665,8,74,FL-BB,0.3402692778457772,0.37438682593633577
FE,1665,8,59,FL-BB,0.5583173996175909,0.5188264910426965
FE,1665,8,61,FL-BB,0.6876842821501474,0.4007109927809506
FE,1665,8,60,FL-BB,0.3278041074249605,0.3355878091419426
FE,1665,8,80,FL-BB,0.7163573085846868,0.4451330814333039
FE,1665,8,79,FL-BB,0.4004100761570006,0.28985807803787506
FE,1665,8,52,FL-BB,0.6388606307222787,0.613718393385376
FE,1665,8,68,FL-BB,0.5349898580121704,0.49180829726511976
FE,1665,8,51,FL-BB,0.41677989130434784,0.38518343163909075
FE,1665,8,72,FL-BB,0.3528654217643271,0.2236019696311214
FE,1665,8,67,FL-BB,0.27454313642158945,0.19280178405422793
FE,1665,8,64,FL-BB,0.6330275229357798,0.46911900237672405
FE,1665,8,73,FL-BB,0.46607669616519176,0.4114548158364233
FE,1665,8,62,FL-BB,0.4340551181102362,0.3777338308191348
FE,8914,8,65,FL-BB,0.7079551521623064,0.4079885979278903
FE,8914,8,77,FL-BB,0.49320543565147884,0.438646156027335
FE,8914,8,50,FL-BB,0.6956124314442413,0.3908307177907618
FE,8914,8,69,FL-BB,0.8319125683060109,0.5102450486074702
FE,8914,8,71,FL-BB,0.6127236580516898,0.32193019143246004
FE,8914,8,63,FL-BB,0.28575589863093503,0.2879129823949166
FE,8914,8,57,FL-BB,0.4973404255319149,0.44130013893709424
FE,8914,8,56,FL-BB,0.4105779716466739,0.23958241824690582
FE,8914,8,58,FL-BB,0.5901885533121976,0.33282906005023766
FE,8914,8,78,FL-BB,0.5128552097428958,0.3568576827178015
FE,8914,8,75,FL-BB,0.28185127405096205,0.21871169790952427
FE,8914,8,49,FL-BB,0.5786953919808497,0.5168648480643763
FE,8914,8,54,FL-BB,0.522258064516129,0.4109043936807941
FE,8914,8,66,FL-BB,0.5592105263157895,0.4838180609910308
FE,8914,8,76,FL-BB,0.6662891657229143,0.4494628876584837
FE,8914,8,70,FL-BB,0.6298157453936348,0.5004628932436141
FE,8914,8,53,FL-BB,0.5397502284495888,0.4263883131743286
FE,8914,8,55,FL-BB,0.6441658630665381,0.5329810664720221
FE,8914,8,74,FL-BB,0.41064871481028153,0.4070732953858474
FE,8914,8,59,FL-BB,0.5124282982791587,0.3159134470292944
FE,8914,8,61,FL-BB,0.3991834883193468,0.3144529430065392
FE,8914,8,60,FL-BB,0.5576619273301737,0.36443001081656934
FE,8914,8,80,FL-BB,0.675754060324826,0.3253488763136395
FE,8914,8,79,FL-BB,0.591095489162273,0.38583790681857266
FE,8914,8,52,FL-BB,0.5132248219735503,0.43685206974451746
FE,8914,8,68,FL-BB,0.526369168356998,0.39834599757330497
FE,8914,8,51,FL-BB,0.42527173913043476,0.24050379069451963
FE,8914,8,72,FL-BB,0.4581455247907276,0.39157615780875304
FE,8914,8,67,FL-BB,0.45983850403739907,0.4021159911344337
FE,8914,8,64,FL-BB,0.6201000834028357,0.446163738339843
FE,8914,8,73,FL-BB,0.6548672566371682,0.5862702783725106
FE,8914,8,62,FL-BB,0.7111220472440944,0.5599304813799372
FE,37,8,65,CEN-BB,0.6620395088093967,0.3894871947656505
FE,37,8,77,CEN-BB,0.6750599520383693,0.5502459378855388
FE,37,8,50,CEN-BB,0.596892138939671,0.303379166735768
FE,37,8,69,CEN-BB,0.6762841530054645,0.3685506817242744
FE,37,8,71,CEN-BB,0.5992047713717694,0.2787062458872617
FE,37,8,63,CEN-BB,0.392076900669968,0.24736603163766646
FE,37,8,57,CEN-BB,0.3958966565349544,0.30324496353761826
FE,37,8,56,CEN-BB,0.390948745910578,0.2563571696001327
FE,37,8,58,CEN-BB,0.3450692474553646,0.1646025214613163
FE,37,8,78,CEN-BB,0.5182679296346414,0.3824015817941649
FE,37,8,75,CEN-BB,0.6541861674466979,0.3412888563006052
FE,37,8,49,CEN-BB,0.703770197486535,0.5459883824823433
FE,37,8,54,CEN-BB,0.6435483870967742,0.49660038672883416
FE,37,8,66,CEN-BB,0.7050438596491229,0.4941528122985119
FE,37,8,76,CEN-BB,0.7701019252548131,0.5306631617640297
FE,37,8,70,CEN-BB,0.5234505862646566,0.40178348386003354
FE,37,8,53,CEN-BB,0.7468778556198599,0.5494309041695314
FE,37,8,55,CEN-BB,0.6422372227579557,0.5059716559244611
FE,37,8,74,CEN-BB,0.39167686658506734,0.3502037154129267
FE,37,8,59,CEN-BB,0.5105162523900574,0.3008173738173337
FE,37,8,61,CEN-BB,0.7024268541619415,0.40306510678004454
FE,37,8,60,CEN-BB,0.43878357030015797,0.3349644954328555
FE,37,8,80,CEN-BB,0.7122969837587007,0.3467730337377885
FE,37,8,79,CEN-BB,0.6473345049794962,0.45200531216459616
FE,37,8,52,CEN-BB,0.7441505595116988,0.6739762513093818
FE,37,8,68,CEN-BB,0.6850912778904665,0.48328282936273415
FE,37,8,51,CEN-BB,0.49728260869565216,0.33872897677643543
FE,37,8,72,CEN-BB,0.6381197681905988,0.46949167010977283
FE,37,8,67,CEN-BB,0.6340841478963026,0.5278069069521882
FE,37,8,64,CEN-BB,0.7218515429524603,0.3847574707299412
FE,37,8,73,CEN-BB,0.7699115044247787,0.6151917557287481
FE,37,8,62,CEN-BB,0.5191929133858267,0.4031506740051988
FE,1665,8,65,CEN-BB,0.794447410571276,0.4966284068492858
FE,1665,8,77,CEN-BB,0.6838529176658673,0.6173046895005756
FE,1665,8,50,CEN-BB,0.7221206581352834,0.5440020879637323
FE,1665,8,69,CEN-BB,0.6306010928961748,0.4015772468138318
FE,1665,8,71,CEN-BB,0.6624254473161034,0.41957709103536417
FE,1665,8,63,CEN-BB,0.48616370521409846,0.3863251191561813
FE,1665,8,57,CEN-BB,0.5801671732522796,0.5071464787353818
FE,1665,8,56,CEN-BB,0.4825517993456925,0.35834299695027233
FE,1665,8,58,CEN-BB,0.4803937927582179,0.2987171721081753
FE,1665,8,78,CEN-BB,0.6062246278755075,0.5625088922119104
FE,1665,8,75,CEN-BB,0.7483099323972959,0.49205260485949304
FE,1665,8,49,CEN-BB,0.45601436265709155,0.40416825252671906
FE,1665,8,54,CEN-BB,0.44290322580645164,0.38252185212839773
FE,1665,8,66,CEN-BB,0.774671052631579,0.5778583442998674
FE,1665,8,76,CEN-BB,0.588146470366176,0.37605799586008054
FE,1665,8,70,CEN-BB,0.5904522613065326,0.5667967805829672
FE,1665,8,53,CEN-BB,0.6841303685653366,0.48356768292369495
FE,1665,8,55,CEN-BB,0.6663452266152362,0.5678343355674881
FE,1665,8,74,CEN-BB,0.46878824969400246,0.4167443927382014
FE,1665,8,59,CEN-BB,0.7170172084130019,0.5875840827973307
FE,1665,8,61,CEN-BB,0.7040145157632116,0.4407414740863195
FE,1665,8,60,CEN-BB,0.5035545023696683,0.4213662965803905
FE,1665,8,80,CEN-BB,0.7523201856148491,0.5343409297112098
FE,1665,8,79,CEN-BB,0.5878734622144113,0.44950898611762213
FE,1665,8,52,CEN-BB,0.71617497456765,0.6470816746105329
FE,1665,8,68,CEN-BB,0.704868154158215,0.604461715181806
FE,1665,8,51,CEN-BB,0.4748641304347826,0.45113371298199845
FE,1665,8,72,CEN-BB,0.5006439150032196,0.29539863020584883
FE,1665,8,67,CEN-BB,0.572460688482788,0.35198263925741136
FE,1665,8,64,CEN-BB,0.689324437030859,0.4559443923502127
FE,1665,8,73,CEN-BB,0.6769911504424779,0.4424903480772326
FE,1665,8,62,CEN-BB,0.640748031496063,0.46552582093593775
FE,8914,8,65,CEN-BB,0.6604378003203417,0.3246628328349924
FE,8914,8,77,CEN-BB,0.6498800959232613,0.572643984595813
FE,8914,8,50,CEN-BB,0.7358318098720292,0.3286939135855545
FE,8914,8,69,CEN-BB,0.801311475409836,0.4408560635465661
FE,8914,8,71,CEN-BB,0.6226640159045725,0.28326798878250686
FE,8914,8,63,CEN-BB,0.5770463151762307,0.4849032568125285
FE,8914,8,57,CEN-BB,0.5889057750759878,0.4690298801933754
FE,8914,8,56,CEN-BB,0.4727371864776445,0.28229416106516386
FE,8914,8,58,CEN-BB,0.6057066577673953,0.30711696851594056
FE,8914,8,78,CEN-BB,0.5385656292286874,0.3392933939380695
FE,8914,8,75,CEN-BB,0.27301092043681746,0.1950399594716428
FE,8914,8,49,CEN-BB,0.7157390783961699,0.5916448598663242
FE,8914,8,54,CEN-BB,0.6258064516129033,0.45700002404842266
FE,8914,8,66,CEN-BB,0.5970394736842105,0.44383391705766545
FE,8914,8,76,CEN-BB,0.6696866742166856,0.3766746139044078
FE,8914,8,70,CEN-BB,0.6993299832495813,0.48053776594668535
FE,8914,8,53,CEN-BB,0.5936643314042035,0.4124573176962648
FE,8914,8,55,CEN-BB,0.5689488910318226,0.42195164701978205
FE,8914,8,74,CEN-BB,0.44920440636474906,0.42065520801511663
FE,8914,8,59,CEN-BB,0.5659655831739961,0.3262562498619318
FE,8914,8,61,CEN-BB,0.5831254252665004,0.32229599960285465
FE,8914,8,60,CEN-BB,0.6050552922590837,0.41761117651528784
FE,8914,8,80,CEN-BB,0.6763341067285383,0.3113868569553855
FE,8914,8,79,CEN-BB,0.6939074399531342,0.49648231589258834
FE,8914,8,52,CEN-BB,0.560528992878942,0.4375108016046058
FE,8914,8,68,CEN-BB,0.5573022312373225,0.3645689739941952
FE,8914,8,51,CEN-BB,0.49014945652173914,0.30772745203831203
FE,8914,8,72,CEN-BB,0.5888602704443013,0.4740734996372658
FE,8914,8,67,CEN-BB,0.5656608584785381,0.4097694169432419
FE,8914,8,64,CEN-BB,0.719349457881568,0.4794319411016497
FE,8914,8,73,CEN-BB,0.754424778761062,0.542677820228304
FE,8914,8,62,CEN-BB,0.6801181102362205,0.41547689055938364
