stage,seed,n_video,video,backbone,accuracy,f1
S2,1665,4,16,CEN-BB,0.858515739440918,0.7225
S2,1665,4,17,CEN-BB,0.859649121761322,0.7734
S2,1665,4,18,CEN-BB,0.8631533980369568,0.8261
S2,1665,4,19,CEN-BB,0.8478701710700989,0.769
S2,1665,4,20,CEN-BB,0.766120195388794,0.725
S2,1665,4,21,CEN-BB,0.5552763938903809,0.5761
S2,1665,4,22,CEN-BB,0.5502982139587402,0.4997
S2,1665,4,23,CEN-BB,0.8686413168907166,0.8403
S2,1665,4,24,CEN-BB,0.9011799693107605,0.8758
S2,1665,4,25,CEN-BB,0.5881273150444031,0.5743
S2,1665,4,26,CEN-BB,0.48673945665359497,0.6297
S2,1665,4,27,CEN-BB,0.8795772194862366,0.8427
S2,1665,4,28,CEN-BB,0.727418065071106,0.756
S2,1665,4,29,CEN-BB,0.5223274827003479,0.5401
S2,1665,4,30,CEN-BB,0.7053309679031372,0.6989
S2,1665,4,31,CEN-BB,0.7540603280067444,0.5903
S2,8914,4,0,CEN-BB,0.7887492775917053,0.745
S2,8914,4,1,CEN-BB,0.8519195318222046,0.6802
S2,8914,4,2,CEN-BB,0.703464686870575,0.794
S2,8914,4,3,CEN-BB,0.8407934904098511,0.8308
S2,8914,4,4,CEN-BB,0.7337800860404968,0.6203
S2,8914,4,5,CEN-BB,0.7035483717918396,0.7117
S2,8914,4,6,CEN-BB,0.8505303859710693,0.8179
S2,8914,4,7,CEN-BB,0.7159214615821838,0.645
S2,8914,4,8,CEN-BB,0.718845009803772,0.7494
S2,8914,4,9,CEN-BB,0.5187718868255615,0.6129
S2,8914,4,10,CEN-BB,0.8030592799186707,0.7664
S2,8914,4,11,CEN-BB,0.6042653918266296,0.6078
S2,8914,4,12,CEN-BB,0.7418915629386902,0.616
S2,8914,4,13,CEN-BB,0.7603346705436707,0.727
S2,8914,4,14,CEN-BB,0.6647247076034546,0.5611
S2,8914,4,15,CEN-BB,0.6818181872367859,0.6051
S2,8914,4,16,CEN-BB,0.75066739320755,0.6626
S2,8914,4,17,CEN-BB,0.8865131735801697,0.8291
S2,8914,4,18,CEN-BB,0.8155546188354492,0.7899
S2,8914,4,19,CEN-BB,0.8493914604187012,0.8283
S2,8914,4,20,CEN-BB,0.747978150844574,0.7288
S2,8914,4,21,CEN-BB,0.6742043495178223,0.628
S2,8914,4,22,CEN-BB,0.6779323816299438,0.5561
S2,8914,4,23,CEN-BB,0.8293625116348267,0.8002
S2,8914,4,24,CEN-BB,0.8746312856674194,0.8488
S2,8914,4,25,CEN-BB,0.5973072052001953,0.5994
S2,8914,4,26,CEN-BB,0.8055122494697571,0.6432
S2,8914,4,27,CEN-BB,0.8410720825195312,0.8569
S2,8914,4,28,CEN-BB,0.8345323801040649,0.8131
S2,8914,4,29,CEN-BB,0.5493910908699036,0.5554
S2,8914,4,30,CEN-BB,0.6584651470184326,0.729
S2,8914,4,31,CEN-BB,0.660092830657959,0.5332
S2,37,4,0,CEN-BB,0.7414721846580505,0.788
S2,37,4,1,CEN-BB,0.8043875694274902,0.6794
S2,37,4,2,CEN-BB,0.71535325050354,0.8296
S2,37,4,3,CEN-BB,0.7675483226776123,0.7217
S2,37,4,4,CEN-BB,0.7033201456069946,0.7014
S2,37,4,5,CEN-BB,0.6009677648544312,0.6643
S2,37,4,6,CEN-BB,0.8254580497741699,0.8004
S2,37,4,7,CEN-BB,0.5828789472579956,0.6587
S2,37,4,8,CEN-BB,0.615121603012085,0.6418
S2,37,4,9,CEN-BB,0.38795262575149536,0.6757
S2,37,4,10,CEN-BB,0.5917782187461853,0.5957
S2,37,4,11,CEN-BB,0.3139810562133789,0.5476
S2,37,4,12,CEN-BB,0.6724880933761597,0.5897
S2,37,4,13,CEN-BB,0.5979330539703369,0.7719
S2,37,4,14,CEN-BB,0.5383046865463257,0.5528
S2,37,4,15,CEN-BB,0.5450375080108643,0.5628
