stage,seed,n_video,video,backbone,accuracy,f1
FE,37,2,68,FL-BB,0.7155172413793104,0.5283923142872194
FE,37,2,51,FL-BB,0.38654891304347827,0.36835415978152913
FE,37,2,72,FL-BB,0.7205408886027045,0.504620290346642
FE,37,2,67,FL-BB,0.6430089247768805,0.4189144295277858
FE,37,2,64,FL-BB,0.5383653044203502,0.35851781963403656
FE,37,2,73,FL-BB,0.6784660766961652,0.5176722591966564
FE,37,2,62,FL-BB,0.6545275590551181,0.46278121625656066
FE,1665,2,65,FL-BB,0.7725573945541911,0.508727425180943
FE,1665,2,77,FL-BB,0.749400479616307,0.656556527433222
FE,1665,2,50,FL-BB,0.6115173674588665,0.41389161057072504
FE,1665,2,69,FL-BB,0.7466666666666667,0.5429150577681613
FE,1665,2,71,FL-BB,0.6759443339960238,0.4039861447935768
FE,1665,2,63,FL-BB,0.49490241771045734,0.3176289258352178
FE,1665,2,57,FL-BB,0.5771276595744681,0.45934424500860976
FE,1665,2,56,FL-BB,0.6123227917121047,0.44407480826841006
FE,1665,2,58,FL-BB,0.3824461872184215,0.3162586625346959
FE,1665,2,78,FL-BB,0.6035182679296346,0.5821035360872017
FE,1665,2,75,FL-BB,0.7113884555382215,0.4490566193216528
FE,1665,2,49,FL-BB,0.7618192698982645,0.6549877252442246
FE,1665,2,54,FL-BB,0.7690322580645161,0.6502513636575417
FE,1665,2,66,FL-BB,0.65625,0.6329313757515183
FE,1665,2,76,FL-BB,0.7044167610419027,0.6578535827592147
FE,1665,2,70,FL-BB,0.6633165829145728,0.6095753031014036
FE,1665,2,53,FL-BB,0.6399634480657935,0.5805198137072892
FE,1665,2,55,FL-BB,0.6644165863066538,0.5700694943902761
FE,1665,2,74,FL-BB,0.4620563035495716,0.3941135330390578
FE,1665,2,59,FL-BB,0.7533460803059273,0.5172977522363535
FE,1665,2,61,FL-BB,0.7042413245633931,0.4901914344799378
FE,1665,2,60,FL-BB,0.24960505529225907,0.2571422129772107
FE,1665,2,80,FL-BB,0.6624129930394431,0.47441467307951896
FE,1665,2,79,FL-BB,0.7548330404217927,0.5197047269138783
FE,1665,2,52,FL-BB,0.788911495422177,0.6992360380818089
FE,1665,2,68,FL-BB,0.7418864097363083,0.6690364949958296
FE,1665,2,51,FL-BB,0.5407608695652174,0.4381744649231874
FE,1665,2,72,FL-BB,0.6300708306503542,0.5558795344717493
FE,1665,2,67,FL-BB,0.7050573735656609,0.6041494231591865
FE,1665,2,64,FL-BB,0.7631359466221852,0.6255846862457629
FE,1665,2,73,FL-BB,0.7330383480825958,0.6006772849069983
FE,1665,2,62,FL-BB,0.4498031496062992,0.5167171098319009
